Time | RefInterval | ActualInterval | AvgPlayerInterval
36s | RefInterval: 1.124 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
37s | RefInterval: 1.117 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
37s | RefInterval: 1.109 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
38s | RefInterval: 1.102 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
38s | RefInterval: 1.095 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
38s | RefInterval: 1.089 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
39s | RefInterval: 1.082 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
39s | RefInterval: 1.076 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
40s | RefInterval: 1.069 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
40s | RefInterval: 1.063 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
41s | RefInterval: 1.057 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
41s | RefInterval: 1.051 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
42s | RefInterval: 1.046 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
42s | RefInterval: 1.040 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
43s | RefInterval: 1.035 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
43s | RefInterval: 1.029 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
44s | RefInterval: 1.024 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
44s | RefInterval: 1.019 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
45s | RefInterval: 1.014 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
45s | RefInterval: 1.009 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
46s | RefInterval: 1.004 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
46s | RefInterval: 1.000 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
47s | RefInterval: 0.995 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
47s | RefInterval: 0.991 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
48s | RefInterval: 0.986 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
48s | RefInterval: 0.982 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
49s | RefInterval: 0.978 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
49s | RefInterval: 0.974 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
50s | RefInterval: 0.970 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
50s | RefInterval: 0.966 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
51s | RefInterval: 0.962 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
51s | RefInterval: 0.959 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
52s | RefInterval: 0.955 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
52s | RefInterval: 0.952 | ActualInterval: 0.500 | AvgPlayerInterval: 0.500
53s | RefInterval: 0.948 | ActualInterval: 0.502 | AvgPlayerInterval: 0.500
53s | RefInterval: 0.945 | ActualInterval: 0.505 | AvgPlayerInterval: 0.500
54s | RefInterval: 0.941 | ActualInterval: 0.508 | AvgPlayerInterval: 0.500
54s | RefInterval: 0.938 | ActualInterval: 0.511 | AvgPlayerInterval: 0.500
55s | RefInterval: 0.935 | ActualInterval: 0.514 | AvgPlayerInterval: 0.500
55s | RefInterval: 0.932 | ActualInterval: 0.517 | AvgPlayerInterval: 0.500
56s | RefInterval: 0.929 | ActualInterval: 0.520 | AvgPlayerInterval: 0.500
56s | RefInterval: 0.926 | ActualInterval: 0.523 | AvgPlayerInterval: 0.500
57s | RefInterval: 0.923 | ActualInterval: 0.526 | AvgPlayerInterval: 0.500
57s | RefInterval: 0.920 | ActualInterval: 0.529 | AvgPlayerInterval: 0.500
58s | RefInterval: 0.918 | ActualInterval: 0.532 | AvgPlayerInterval: 0.500
58s | RefInterval: 0.915 | ActualInterval: 0.535 | AvgPlayerInterval: 0.500
59s | RefInterval: 0.912 | ActualInterval: 0.538 | AvgPlayerInterval: 0.500
59s | RefInterval: 0.910 | ActualInterval: 0.541 | AvgPlayerInterval: 0.500
60s | RefInterval: 0.907 | ActualInterval: 0.544 | AvgPlayerInterval: 0.500
60s | RefInterval: 0.905 | ActualInterval: 0.547 | AvgPlayerInterval: 0.500
61s | RefInterval: 0.902 | ActualInterval: 0.550 | AvgPlayerInterval: 0.500
61s | RefInterval: 0.900 | ActualInterval: 0.554 | AvgPlayerInterval: 0.500
62s | RefInterval: 0.898 | ActualInterval: 0.557 | AvgPlayerInterval: 0.500
62s | RefInterval: 0.896 | ActualInterval: 0.560 | AvgPlayerInterval: 0.500
63s | RefInterval: 0.893 | ActualInterval: 0.563 | AvgPlayerInterval: 0.500
63s | RefInterval: 0.891 | ActualInterval: 0.566 | AvgPlayerInterval: 0.500
64s | RefInterval: 0.889 | ActualInterval: 0.569 | AvgPlayerInterval: 0.500
64s | RefInterval: 0.887 | ActualInterval: 0.572 | AvgPlayerInterval: 0.500
65s | RefInterval: 0.885 | ActualInterval: 0.575 | AvgPlayerInterval: 0.500
65s | RefInterval: 0.883 | ActualInterval: 0.579 | AvgPlayerInterval: 0.500
66s | RefInterval: 0.881 | ActualInterval: 0.582 | AvgPlayerInterval: 0.500
66s | RefInterval: 0.880 | ActualInterval: 0.585 | AvgPlayerInterval: 0.500
67s | RefInterval: 0.878 | ActualInterval: 0.588 | AvgPlayerInterval: 0.500
67s | RefInterval: 0.876 | ActualInterval: 0.591 | AvgPlayerInterval: 0.500
68s | RefInterval: 0.874 | ActualInterval: 0.594 | AvgPlayerInterval: 0.500
68s | RefInterval: 0.873 | ActualInterval: 0.598 | AvgPlayerInterval: 0.500
69s | RefInterval: 0.871 | ActualInterval: 0.601 | AvgPlayerInterval: 0.500
69s | RefInterval: 0.869 | ActualInterval: 0.604 | AvgPlayerInterval: 0.500
70s | RefInterval: 0.868 | ActualInterval: 0.607 | AvgPlayerInterval: 0.500
70s | RefInterval: 0.866 | ActualInterval: 0.611 | AvgPlayerInterval: 0.500
71s | RefInterval: 0.865 | ActualInterval: 0.614 | AvgPlayerInterval: 0.500
71s | RefInterval: 0.863 | ActualInterval: 0.617 | AvgPlayerInterval: 0.500
72s | RefInterval: 0.862 | ActualInterval: 0.620 | AvgPlayerInterval: 0.500
72s | RefInterval: 0.860 | ActualInterval: 0.624 | AvgPlayerInterval: 0.500
73s | RefInterval: 0.859 | ActualInterval: 0.627 | AvgPlayerInterval: 0.500
73s | RefInterval: 0.858 | ActualInterval: 0.630 | AvgPlayerInterval: 0.500
74s | RefInterval: 0.856 | ActualInterval: 0.634 | AvgPlayerInterval: 0.500
74s | RefInterval: 0.855 | ActualInterval: 0.637 | AvgPlayerInterval: 0.500
75s | RefInterval: 0.854 | ActualInterval: 0.640 | AvgPlayerInterval: 0.500
75s | RefInterval: 0.853 | ActualInterval: 0.644 | AvgPlayerInterval: 0.500
76s | RefInterval: 0.851 | ActualInterval: 0.647 | AvgPlayerInterval: 0.500
76s | RefInterval: 0.850 | ActualInterval: 0.650 | AvgPlayerInterval: 0.500
77s | RefInterval: 0.849 | ActualInterval: 0.654 | AvgPlayerInterval: 0.500
77s | RefInterval: 0.848 | ActualInterval: 0.657 | AvgPlayerInterval: 0.500
78s | RefInterval: 0.847 | ActualInterval: 0.661 | AvgPlayerInterval: 0.500
78s | RefInterval: 0.846 | ActualInterval: 0.664 | AvgPlayerInterval: 0.500
79s | RefInterval: 0.845 | ActualInterval: 0.667 | AvgPlayerInterval: 0.500
79s | RefInterval: 0.844 | ActualInterval: 0.671 | AvgPlayerInterval: 0.500
80s | RefInterval: 0.843 | ActualInterval: 0.674 | AvgPlayerInterval: 0.500
80s | RefInterval: 0.842 | ActualInterval: 0.678 | AvgPlayerInterval: 0.500
81s | RefInterval: 0.841 | ActualInterval: 0.681 | AvgPlayerInterval: 0.500
81s | RefInterval: 0.840 | ActualInterval: 0.684 | AvgPlayerInterval: 0.500
82s | RefInterval: 0.839 | ActualInterval: 0.688 | AvgPlayerInterval: 0.500
82s | RefInterval: 0.838 | ActualInterval: 0.691 | AvgPlayerInterval: 0.500
83s | RefInterval: 0.837 | ActualInterval: 0.695 | AvgPlayerInterval: 0.500
83s | RefInterval: 0.836 | ActualInterval: 0.698 | AvgPlayerInterval: 0.500
84s | RefInterval: 0.836 | ActualInterval: 0.702 | AvgPlayerInterval: 0.500
84s | RefInterval: 0.835 | ActualInterval: 0.705 | AvgPlayerInterval: 0.500
85s | RefInterval: 0.834 | ActualInterval: 0.709 | AvgPlayerInterval: 0.500
85s | RefInterval: 0.833 | ActualInterval: 0.712 | AvgPlayerInterval: 0.500
86s | RefInterval: 0.832 | ActualInterval: 0.716 | AvgPlayerInterval: 0.500
86s | RefInterval: 0.832 | ActualInterval: 0.719 | AvgPlayerInterval: 0.500
87s | RefInterval: 0.831 | ActualInterval: 0.723 | AvgPlayerInterval: 0.500
87s | RefInterval: 0.830 | ActualInterval: 0.726 | AvgPlayerInterval: 0.500
88s | RefInterval: 0.830 | ActualInterval: 0.730 | AvgPlayerInterval: 0.500
88s | RefInterval: 0.829 | ActualInterval: 0.734 | AvgPlayerInterval: 0.500
89s | RefInterval: 0.828 | ActualInterval: 0.737 | AvgPlayerInterval: 0.500
89s | RefInterval: 0.828 | ActualInterval: 0.741 | AvgPlayerInterval: 0.500
90s | RefInterval: 0.827 | ActualInterval: 0.744 | AvgPlayerInterval: 0.500
90s | RefInterval: 0.826 | ActualInterval: 0.748 | AvgPlayerInterval: 0.500
91s | RefInterval: 0.826 | ActualInterval: 0.751 | AvgPlayerInterval: 0.500
91s | RefInterval: 0.825 | ActualInterval: 0.755 | AvgPlayerInterval: 0.500
92s | RefInterval: 0.825 | ActualInterval: 0.759 | AvgPlayerInterval: 0.500
92s | RefInterval: 0.824 | ActualInterval: 0.762 | AvgPlayerInterval: 0.500
93s | RefInterval: 0.823 | ActualInterval: 0.766 | AvgPlayerInterval: 0.500
93s | RefInterval: 0.823 | ActualInterval: 0.769 | AvgPlayerInterval: 0.500
94s | RefInterval: 0.822 | ActualInterval: 0.773 | AvgPlayerInterval: 0.500
94s | RefInterval: 0.822 | ActualInterval: 0.777 | AvgPlayerInterval: 0.500
95s | RefInterval: 0.821 | ActualInterval: 0.780 | AvgPlayerInterval: 0.500
95s | RefInterval: 0.821 | ActualInterval: 0.784 | AvgPlayerInterval: 0.500
96s | RefInterval: 0.820 | ActualInterval: 0.788 | AvgPlayerInterval: 0.500
96s | RefInterval: 0.820 | ActualInterval: 0.791 | AvgPlayerInterval: 0.500
97s | RefInterval: 0.820 | ActualInterval: 0.795 | AvgPlayerInterval: 0.500
97s | RefInterval: 0.819 | ActualInterval: 0.799 | AvgPlayerInterval: 0.500
98s | RefInterval: 0.819 | ActualInterval: 0.802 | AvgPlayerInterval: 0.500
98s | RefInterval: 0.818 | ActualInterval: 0.806 | AvgPlayerInterval: 0.500
99s | RefInterval: 0.818 | ActualInterval: 0.810 | AvgPlayerInterval: 0.500
99s | RefInterval: 0.817 | ActualInterval: 0.813 | AvgPlayerInterval: 0.500
100s | RefInterval: 0.817 | ActualInterval: 0.817 | AvgPlayerInterval: 0.500
100s | RefInterval: 0.817 | ActualInterval: 0.817 | AvgPlayerInterval: 0.500
101s | RefInterval: 0.816 | ActualInterval: 0.816 | AvgPlayerInterval: 0.500
101s | RefInterval: 0.816 | ActualInterval: 0.816 | AvgPlayerInterval: 0.500
102s | RefInterval: 0.816 | ActualInterval: 0.816 | AvgPlayerInterval: 0.500
102s | RefInterval: 0.815 | ActualInterval: 0.815 | AvgPlayerInterval: 0.500
103s | RefInterval: 0.815 | ActualInterval: 0.815 | AvgPlayerInterval: 0.500
103s | RefInterval: 0.814 | ActualInterval: 0.814 | AvgPlayerInterval: 0.500
104s | RefInterval: 0.814 | ActualInterval: 0.814 | AvgPlayerInterval: 0.500
104s | RefInterval: 0.814 | ActualInterval: 0.814 | AvgPlayerInterval: 0.500
105s | RefInterval: 0.814 | ActualInterval: 0.814 | AvgPlayerInterval: 0.500
105s | RefInterval: 0.813 | ActualInterval: 0.813 | AvgPlayerInterval: 0.500
106s | RefInterval: 0.813 | ActualInterval: 0.813 | AvgPlayerInterval: 0.500
106s | RefInterval: 0.813 | ActualInterval: 0.813 | AvgPlayerInterval: 0.500
107s | RefInterval: 0.812 | ActualInterval: 0.812 | AvgPlayerInterval: 0.500
107s | RefInterval: 0.812 | ActualInterval: 0.812 | AvgPlayerInterval: 0.500
108s | RefInterval: 0.812 | ActualInterval: 0.812 | AvgPlayerInterval: 0.500
108s | RefInterval: 0.811 | ActualInterval: 0.811 | AvgPlayerInterval: 0.500
109s | RefInterval: 0.811 | ActualInterval: 0.811 | AvgPlayerInterval: 0.500
109s | RefInterval: 0.811 | ActualInterval: 0.811 | AvgPlayerInterval: 0.500
110s | RefInterval: 0.811 | ActualInterval: 0.811 | AvgPlayerInterval: 0.500
110s | RefInterval: 0.810 | ActualInterval: 0.810 | AvgPlayerInterval: 0.500
111s | RefInterval: 0.810 | ActualInterval: 0.810 | AvgPlayerInterval: 0.500
111s | RefInterval: 0.810 | ActualInterval: 0.810 | AvgPlayerInterval: 0.500
112s | RefInterval: 0.810 | ActualInterval: 0.810 | AvgPlayerInterval: 0.500
112s | RefInterval: 0.810 | ActualInterval: 0.810 | AvgPlayerInterval: 0.500
113s | RefInterval: 0.809 | ActualInterval: 0.809 | AvgPlayerInterval: 0.500
113s | RefInterval: 0.809 | ActualInterval: 0.809 | AvgPlayerInterval: 0.500
114s | RefInterval: 0.809 | ActualInterval: 0.809 | AvgPlayerInterval: 0.500
114s | RefInterval: 0.809 | ActualInterval: 0.809 | AvgPlayerInterval: 0.500
115s | RefInterval: 0.809 | ActualInterval: 0.809 | AvgPlayerInterval: 0.500
115s | RefInterval: 0.808 | ActualInterval: 0.808 | AvgPlayerInterval: 0.500
116s | RefInterval: 0.808 | ActualInterval: 0.808 | AvgPlayerInterval: 0.500
116s | RefInterval: 0.808 | ActualInterval: 0.808 | AvgPlayerInterval: 0.500
117s | RefInterval: 0.808 | ActualInterval: 0.808 | AvgPlayerInterval: 0.500
117s | RefInterval: 0.808 | ActualInterval: 0.808 | AvgPlayerInterval: 0.500
118s | RefInterval: 0.807 | ActualInterval: 0.807 | AvgPlayerInterval: 0.500
118s | RefInterval: 0.807 | ActualInterval: 0.807 | AvgPlayerInterval: 0.500
119s | RefInterval: 0.807 | ActualInterval: 0.807 | AvgPlayerInterval: 0.500
119s | RefInterval: 0.807 | ActualInterval: 0.807 | AvgPlayerInterval: 0.500
120s | RefInterval: 0.807 | ActualInterval: 0.807 | AvgPlayerInterval: 0.500
